source,pmid_number,reviewer_1_2,reviewer_2_3,pdf_in_folder,link_to_paper,authors,title,journal,issue_number_page_numbers,link_to_paper_2,reviewer_1_11,reviewer_2_12,data_available,sample_description,sample_size,clustering,clustering_dealt_with,exposure_s,mediator_s,outcome_s,exposure_randomized,name_of_mediation_method,citation_for_mediation_method,causal_mediation_yes_no,if_causal_which_estimand_1_controlled_direct_and_indirect_2_natural_direct_and_indirect_effects_or_3_stochastic_randomized_interventional_direct_and_indirect_effects,effects_of_interst_nie_nde_etc,if_baron_kenny_examine_whether_no_interaction_b_w_tx_and_mediator_on_outcome,if_b_k_examine_linear_relationship_b_w_mediator_and_outcome,covariates_in_exposure_mediator_model,covariates_in_mediator_outcome_model,covariates_in_exposure_outcome_model,any_justification_for_covariates,baseline_value_of_mediator_adjusted_for,baseline_value_of_outcome_adjusted_for,temporal_ordering_of_exposure_before_mediator_yes_no,temporal_ordering_of_mediator_before_outcome_yes_no,discussion_of_mediation_assumptions_yes_no,sensitivity_analyes_to_assumptions_yes_no,does_model_control_for_other_post_exposure_variables_yes_no,reviewer,reviewer_1,reviewer_2,x40
6,28778553,Kelly,Ian,NA,NA,"Muralidharan A, Finch A, Bowie CR, Harvey PD","Thought, language, and communication deficits and association with everyday functional outcomes among community-dwelling middle-aged an older adults with schizophrenia",Schizophrenia Research,"196, , 29-34",NA,NA,NA,No,Adults aged 40 and up with schizophrenia,245,No,NA,Age,"Thought, language, and communication deficits",Community functioning,No,Nonparametric bootstrapping of traditional path effects,Hayes 2013,No,NA,Direct and Indirect,No,No,"Gender, veteran status, smoking status, global cognitive impairment, depression symptom severity, positive symptom severity, negative symptom severity","Gender, veteran status, smoking status, global cognitive impairment, depression symptom severity, positive symptom severity, negative symptom severity","Gender, veteran status, smoking status, global cognitive impairment, depression symptom severity, positive symptom severity, negative symptom severity",No,No,No,No,No,They note that cross-sectional data preclude causal inference,No,No,B,NA,NA,NA
7,23276123,Jeannie,Adam,Y,https://www-ncbi-nlm-nih-gov.ezp.welch.jhmi.edu/pmc/articles/PMC3805116/,"Schrimshaw EW1, Siegel K, Downing MJ, Parsons JT.","Disclosure and concealment of sexual orientation and the mental health of non-gay-identified, behaviorally bisexual men.",J Consult Clin Psychol., 2013 Feb;81(1):141-53. doi: 10.1037/a0031272. Epub 2012 Dec 31.,NA,Jeannie,NA,no mention of this,adult men in NYC who have sex with men and women but do not disclose the sex with men to the women they have sex with.,203,"possibly, due to methods of recruitment (e.g., approaching all men at a target venue)",no,concealment,internalized homophobia and general emotional support,mental health,no,Preacher and Hayes SPSS macro (relies on B & K),"Preacher KJ, Hayes AF. Asymptotic and resampling strategies for assessing and comparing indirect effects in multiple mediator models. Behavior Research Methods. 2008;40:879–891. [PubMed]",no,NA,NA,no,"Pearson correlation matrix between exposure, mediators, and outcomes (table 4)","covariates were included, but it is unclear which path(s) are adjusted.","covariates were included, but it is unclear which path(s) are adjusted.","covariates were included, but it is unclear which path(s) are adjusted.",chosen based on whether they were significant predictors of outcome (mental health) in univariate analyses,N/A (cross-sectional),N/A (cross-sectional),no,no,"briefly; ""Finally, due to the cross-sectional nature of this research, we cannot be certain of the causal direction of the associations identified. Although our hypotheses are informed by theory that has suggested the pattern of associations examined, it is also plausible that lower levels of mental health could result in greater internalized homophobia, lower emotional support, and greater concealment.""  The exact sentence is interesting because variants of it appear commonly - it is highly typical to defend the use of cross-sectional data by saying that the hypothesis is informed by theory.",no,"possibly, but given cross-sectional nature of data, difficult to define ""post-exposure""",A,NA,NA,NA
7,23477378,Jeannie,Ian,N,http://eds.b.ebscohost.com.ezp.welch.jhmi.edu/ehost/detail/detail?vid=1&sid=bce47387-54af-461c-87aa-6b6af754cf8e%40pdc-v-sessmgr02&bdata=JnNpdGU9ZWhvc3QtbGl2ZSZzY29wZT1zaXRl#AN=2013-08157-001&db=pdh,"Gelfand MJ1, Brett J, Gunia BC, Imai L, Huang TJ, Hsu BF",Toward a culture-by-context perspective on negotiation: negotiating teams in the United States and Taiwan,J Appl Psychol. ,2013 May;98(3):504-13. doi: 10.1037/a0031908. Epub 2013 Mar 11.,NA,Jeannie,NA,no,"cross sectional.  There were 244 participants (144 in the United States and 100 in Taiwan). undergraduates, median age =   20 years, and ~50% of the participants were male.",244,no,NA,culture and context (team vs. solo),harmony norms,negotiation outcome,"no for culture, yes for context",moderated mediation {shudder},"Hayes, A. F. (2012). PROCESS: A versatile computational tool for observed variable mediation, moderation, and conditional process modeling [White paper]. Retrieved from http://www.afhayes.com/public/ process2012.pdf; for specific PROCESS models, see, http://www. afhayes.com",no,NA,NA,no,yes,"1 covariate is described, but it is unclear which path is adjusted, and they don’t end up using it.","1 covariate is described, but it is unclear which path is adjusted, and they don’t end up using it.","1 covariate is described, but it is unclear which path is adjusted, and they don’t end up using it.","yes, in introduction",N/A (cross-sectional),N/A (cross-sectional),no,no,no,no,no,A,NA,NA,NA
7,24239131,Jeannie,Ian,Y,https://www-sciencedirect-com.ezp.welch.jhmi.edu/science/article/pii/S0006322313009050/pdfft?md5=51390761d7da900997ffa25da6fd859b&pid=1-s2.0-S0006322313009050-main.pdf,"Eich TS1, Nee DE2, Insel C3, Malapani C4, Smith EE5.",Neural correlates of impaired cognitive control over working memory in schizophrenia,Biol Psychiatry., 2014 Jul 15;76(2):146-53. doi: 10.1016/j.biopsych.2013.09.032. Epub 2013 Oct 10.,NA,Jeannie,NA,no,18 patients with schizophrenia and 18 controls,36,no,no,interference control (difference in activation in mid VLPFC between Lure and Control Probes),inhibition (difference in activatin in posterior VLPFC between pre-cue and post-cue),error rate,no,mediation toolbox implemented in SPM,(http://www.fil.ion.ucl.ac.uk/spm/,no,NA,NA,no,yes,"""Additional nuisance regressors were included to capture activation related to encoding and the cue. All of the regressors described earlier were convolved with a canonical hemodynamic response function.""",NA,NA,"unclear, related to mechanics of fMRI","in a sense, because the exposure is the difference between lure and control conditions",no,no,yes,no,"""For completeness, we calculated all other possible models by fully rotating all measures.""  (they tried all possible orderings of variables)","possibly - ""nuisance regressors""",A,NA,NA,NA
7,24433246,Jeannie,Kara,Y,https://onlinelibrary-wiley-com.ezp.welch.jhmi.edu/doi/epdf/10.1111/cdev.12218,"Vukovic RK1, Fuchs LS, Geary DC, Jordan NC, Gersten R, Siegler RS.",Sources of individual differences in children's understanding of fractions.,Child Dev.,2014 Jul-Aug;85(4):1461-76. doi: 10.1111/cdev.12218. Epub 2014 Jan 16,NA,Jeannie,NA,no,"163 kids assessed at ages 6,7, and 10.",163,"possibly, in classrooms or schools",no,"abilities in first grade (non-verbal reasoning, language, attention, executive, visual-spatial, number knowledge) (see figure 1)","grade 2 number line estimation, arithmetic computations",grade 4 fraction concepts,no,Baron & Kenny/Preacher & Hayes,"2Baron, R. M., & Kenny, D. A. (1986). The moderator–mediator variable distinction in social psychological research: Conceptual, strategic, and statistical considerations. Journal of Personality and Social Psychology, 51, 1173–1182. doi:10.1037/0022‐3514.51.6.1173",no,NA,NA,no,"yes, table 2, ""path b""","covariates were included, but it is unclear which path(s) are adjusted.","covariates were included, but it is unclear which path(s) are adjusted.","covariates were included, but it is unclear which path(s) are adjusted.","yes, based on associations with outcomes",no,no,"not really; measurement of exposure occurs prior to measurement of mediator, though",not really; measurment of mediator occurs prior to measurement of outcome,"sort of.  ""We further note that like other correlational analyses, evidence of significant associations in our model cannot be interpreted as causal nor can it be assumed that the proposed model represents the only or best solution. For instance, a significant mediated association could reflect that the intermediate mathematical skill is a correlate of either the true (untested) mediator or of fraction concepts and not necessarily a causal mechanism. It is thus important to replicate the present findings.",no,"there are adjusted variables, but difficult to say whether they are ""post-exposure""",A,NA,NA,NA
7,25217757,Jeannie,Kara,Y,https://www-sciencedirect-com.ezp.welch.jhmi.edu/science/article/pii/S0165032714005187/pdfft?md5=fd8711efff6a5ea7338000523b547ab2&pid=1-s2.0-S0165032714005187-main.pdf,Ballard et al,Future disposition and suicidal ideation: mediation by depressive symptom clusters,Journal of Affective Disorders,NA,NA,NA,NA,no,140 undergraduates with moderate to severe depression symptoms,140,no,NA,positive disposition,subjective depression,suicidal ideation,no,"""conventional three-variable mediation system""",MacKinnon 2008,no,NA,NA,no,yes,"covariates were included, but it is unclear which path(s) are adjusted.","covariates were included, but it is unclear which path(s) are adjusted.","covariates were included, but it is unclear which path(s) are adjusted.",past literature,N/A (cross-sectional),N/A (cross-sectional),no,no,"scant, does acknowledge that ""true mediation requires longitudinal data""",no,N/A (cross sectional),A,NA,NA,NA
7,25888339,Jeannie,Ian,Y,https://www-sciencedirect-com.ezp.welch.jhmi.edu/science/article/pii/S0920996415001723/pdfft?md5=bbe90d3b061eef003c26a416bff9087f&pid=1-s2.0-S0920996415001723-main.pdf,MacDougall,Negative future self as a mediator in the relationship between insight and depression in psychotic disorders,Schizophrenia Research,NA,NA,Jeannie,NA,no mention,paients in early intervention program for psychosis,72,no,NA,awareness of mental illness,"negative future self, stereotype awareness, self-esteem decrement",self-reported depression,no,preacher and hayes,preacher and hayes 2008,no,NA,NA,no,yes,no mention,no mention,no mention,n/a,N/A (cross-sectional),N/A (cross-sectional),no,no,acknowledgement that can't make causal inference from cross-sectional data,no,no,A,NA,NA,NA
7,26001667,Jeannie,Ian,Y,https://www-sciencedirect-com.ezp.welch.jhmi.edu/science/article/pii/S0165032715002931/pdfft?md5=8360cb95b3b7502ba5b7c1085fa1c656&pid=1-s2.0-S0165032715002931-main.pdf,NA,Role of depression severity and impulsivity in the relationship between hopelessness and suicidal ideation in patients with major depressive disorder,J affective disorders,NA,NA,Jeannie,NA,no mention,patients with major depression dx,162,no,NA,hopelessness,depression severity,suicidal ideation,no,Preach and Hayes PROCESS macro,Hayes 2008,no,NA,NA,no,yes,"""Covariates such
as gender, age and illness duration were controlled for in the
whole process.""","""Covariates such
as gender, age and illness duration were controlled for in the
whole process.""","""Covariates such
as gender, age and illness duration were controlled for in the
whole process.""",no,N/A (cross-sectional),N/A (cross-sectional),no,no,no,no,no,A,NA,NA,NA
7,26192040,Jeannie,Ian,N,http://eds.b.ebscohost.com.ezp.welch.jhmi.edu/ehost/detail/detail?vid=1&sid=b01e2e89-2e5f-4e56-bca3-6481052de841%40sessionmgr103&bdata=JnNpdGU9ZWhvc3QtbGl2ZSZzY29wZT1zaXRl#AN=2015-31590-001&db=pdh,NA,Deveopmental Trajectories of Children's Behavioral Engagement in Late Elementary School  Bothe teachers and peers matter.,Developmental Psychology,51(9)1292=1306,http://web.a.ebscohost.com.ezp.welch.jhmi.edu/ehost/pdfviewer/pdfviewer?vid=2&sid=f4298146-1e68-41ff-9451-b1349821335e%40sdc-v-sessmgr01,Jeannie,NA,no mention,596 boys and girls followed through grade 4-6 in Belgium,596,32 classrooms in 24 schools,"yes, via complex option in MPLUS","teacher child relationships, peer relationships, peer popularity, peer acceptance","teacher child relationships, peer relationships, peer popularity, peer acceptance",behavioral engagement I grade 6,no,cross-lagged panel mediation model,von Soest and Hagtvet (2011),no,NA,NA,yes,yes,no mention,no mention,no mention,NA,"In a sense, because the baseline value part of the panel model","In a sense, because the baseline value part of the panel model",yes,yes,"When using cross-lagged panel mediation modeling, researchers assume that certain psychological processes at a certain moment in time predict psychological processes at a subsequent moment in time (MacKinnon, 2008).",no,no,A,NA,NA,NA
7,26785063,Jeannie,Ian,N,http://eds.b.ebscohost.com.ezp.welch.jhmi.edu/ehost/detail/detail?vid=1&sid=891a159a-cba2-42ad-aa35-20c7d6e11f87%40sessionmgr120&bdata=JnNpdGU9ZWhvc3QtbGl2ZSZzY29wZT1zaXRl#AN=2016-02115-003&db=pdh,"Hildreth, Anderson",Failure at the top:  how power undermines collaborative performance,J pers soc psychol,110(2):261-86,http://web.a.ebscohost.com.ezp.welch.jhmi.edu/ehost/pdfviewer/pdfviewer?vid=1&sid=f794ab60-ca88-4711-85b3-9659fc65451b%40sdc-v-sessmgr06,Jeannie,NA,no mention,1A:  students at west coast university 1B:  same  2:  MD executives from large health care company  3:  students at West Coast University  4:  same,1,no,NA,"1A, 1B:  power 2:  power  3: power  4:  power","1A, 1B, 4: status conflict, information sharing, task focus , task type (4 only)  2,3:  status conflict, task conflict, information sharing, task focus","1A:  group creativity 1B solo creativity  2,3:  agreement  4:  group performance",1A:  yes  1B: yes   2:  no  3: no  4:  yes,Appears to be B&K with Preacher & Hayes bootstrap,NA,no,NA,NA,1A: no  1B:  no  2: no  3:  no 4: no,"1A, 1B:  yes   2: yes  3:  yes 4: yes","age, race, and sex","age, race, and sex","age, race, and sex",no,N/A (cross-sectional),N/A (cross-sectional),1A:  yes 1B:  yes  2:  no  3:  no  4: yes,1A:  no  1B:  no  2:  no  3:  no 4: no,no,no,no,A,NA,NA,NA
7,27199857,Jeannie,Kara,Y,https://www-ncbi-nlm-nih-gov.ezp.welch.jhmi.edu/pubmed/?term=27199857,"Losch, Traut-Mattausch et al","Comparing the effectiveness of individual coaching, self-coaching, and group training:  how leadership makes a difference",Front Psychol,7(639),https://www-ncbi-nlm-nih-gov.ezp.welch.jhmi.edu/pubmed/?term=27199857,Jeannie,NA,no mention,University of Salzburg students who procrastinate,134,no,NA,"random assignment to individual coaching, self-coaching, group training, or control group","transactional and transformational leadership behaviors, autonomy, intrinsic motivation",satisfaction and degree of content-related knowledge,yes,serial multipl mediation analysis  (Process software),"(Hayes, 2013",no,NA,NA,no,yes,no menton,no menton,no menton,NA,no,no,yes,no,no,no,no,A,NA,NA,NA
7,27344621,Jeannie,Ian,Y,https://www-sciencedirect-com.ezp.welch.jhmi.edu/science/article/pii/S0165032716303135/pdfft?md5=2a68821ddc418bfde2e1dee93386d8b3&pid=1-s2.0-S0165032716303135-main.pdf,"Roh, Park, Shim, Lee",EEG Beta and low gamma power correlates with inattention in patents with major depressive disorder,J affective disorders,204:124-30,https://www-ncbi-nlm-nih-gov.ezp.welch.jhmi.edu/pubmed/?term=27344621,Jeannie,NA,no mention,korean patients with MDD,73,no,NA,anxiety,depression (BDI),Inattention,no,"Preacher and Hayes, with bootstrap",NA,no,NA,NA,no,yes,no mention,no mention,no mention,NA,N/A (cross-sectional),N/A (cross-sectional),no,no,no,no,no,A,NA,NA,NA
7,27529648,Jeannie,Adam,Y,https://www-ncbi-nlm-nih-gov.ezp.welch.jhmi.edu/pubmed/?term=27529648,Gropper et al,Behavioral impulsivity mediates the relationship between decreased frontal gray matter olume and harmful alcohol drinking:  a voxel-based morphometry study,J Psychiatr Res,83: 6-23,https://www-ncbi-nlm-nih-gov.ezp.welch.jhmi.edu/pubmed/?term=27529648,Jeannie,NA,no mention,adults with varying degrees of ETOH use (right handed males),99,no,NA,grey matter volume,impulsivity,harmful drinking,no,Sobel Test,"(Sobel, 1982; Preacher and Leonardelli, 2001)",no,NA,NA,no,yes,"yes, but unclear where in the model","yes, but unclear where in the model","yes, but unclear where in the model",no,N/A (cross-sectional),N/A (cross-sectional),no,no,"""However, more direct evidence is needed to address this
causality relationship in more detail (e.g. such as presented in
longitudinal studies).""",no,no,A,NA,NA,NA
7,27609242,Jeannie,Ian,Y,https://www-ncbi-nlm-nih-gov.ezp.welch.jhmi.edu/pubmed/?term=27609242,Rutherford et al,Patient Expenctancy as a mediator of placebo effects in antidepressant clinical trials,Am J Psychiatry,174(2):135-142,https://www-ncbi-nlm-nih-gov.ezp.welch.jhmi.edu/pubmed/?term=27609242,Jeannie,NA,no mention,adult outpatients randomized to open or placebo-controlled citalopram treatment,54,no,NA,open vs. placebo-controlled group,expectancy,depression severity,yes,SEM in MPLUS,NA,no,NA,NA,no,yes,no mention,mention,mention,NA,no,"possibly, but not mentioned",yes,yes,no,no,no,A,NA,NA,NA
7,28229495,Jeannie,Kara,Y,https://www-ncbi-nlm-nih-gov.ezp.welch.jhmi.edu/pubmed/?term=28229495,"Raine, Venables",Adolescent daytime sleepiness as a risk factor for adult crime,J Child Psychol Psychiatry,58(6):728-735,https://www-ncbi-nlm-nih-gov.ezp.welch.jhmi.edu/pubmed/?term=28229495,Jeannie,NA,no mention,"101 high school students in York, UK",101,yes,no mention,"daytime sleepiness age 15, social adversity","attention at age 15, + daytime sleepiness",criminal record at age 29,no,Hays Process macro,"Hayes, 2013",no,NA,NA,no,yes,no mention,no mention,no mention,NA,no,no,no,yes,"""We cannot rule out the dual possibility that sleepiness predisposes to crime, and also that antisociality may at some point make some contribution to daytime sleepiness. Cross‐lagged models which include the measurement of sleep at age 29 could usefully address this issue """,no,no,A,NA,NA,NA
7,28942202,Jeannie,Adam,Y,https://www-ncbi-nlm-nih-gov.ezp.welch.jhmi.edu/pubmed/?term=28942202,Sheikh,"The potential protective effect of frienship on the assoiation between childhood adversity and psychological distress in adulthood:  a retrospective, preliminary, three-wave populatin-based study",J Affect Disord,226:21-27,https://www-ncbi-nlm-nih-gov.ezp.welch.jhmi.edu/pubmed/?term=28942202,Jeannie,NA,no mention,Tromso longitudinal Norwegian representative sample,4530,no,NA,childhood adversity,social support in adulthood,adult psychological distress,no,"""product of coefficients method, difference in coefficients method""","Preacher and Hayes, 2008",no,NA,NA,no,yes,not explicitly mentioned,not explicitly mentioned,yes,yes,no,no,yes,yes,no,no,yes,A,NA,NA,NA
7,29406247,Jeannie,Ian,Y,https://www-ncbi-nlm-nih-gov.ezp.welch.jhmi.edu/pubmed/?term=29406247,"Han, et al","Tinnitus, depression, and suicidal ideation in adults:  a nationally representative general population sample",J Psychiatr Res,98:124-132,https://www-ncbi-nlm-nih-gov.ezp.welch.jhmi.edu/pubmed/?term=29406247,Jeannie,NA,no mention,adults from KNHANES,28930,NA,NA,"""shared socioeconomic and health-related risk factors)",tinnitus,depression/suicidal ideation,no,Preacher and Hayes Process macro,Hayes & Preacher 2014,no,NA,NA,no,yes,no mention,no mention,no mention,NA,no,no,"possibly, but unclear",no,"this study is based on a cross-sectional design. Therefore, it is not possible to elucidate clear causal relationships among tinnitus, perceived stress level, depressive mood, and suicidal ideation from our data.",no,no,A,NA,NA,NA
8,23181545,Ian,Jeannie,N,http://eds.b.ebscohost.com.ezp.welch.jhmi.edu/ehost/detail/detail?vid=3&sid=523e51d0-db82-4c10-92a2-ede0b2695a64%40sessionmgr102&bdata=JnNpdGU9ZWhvc3QtbGl2ZSZzY29wZT1zaXRl#AN=2012-31244-001&db=pdh,Wiltermuth,Ill have one of each:  how separating rewards into meaningless categories increases motivation,j personality and social psychology,104(1)1:11,NA,NA,Jeannie,no mention,volunteers from Amazon mTurk,139,no,NA,categorization of rewards,fear of missing out,anagram performance,yes,PROCESS SPSS,Preacher and Hayes 2004,no,NA,NA,no,yes,not specifically mentioned,not specifically mentioned,not specifically mentioned,NA,no,no,no,yes,no,no,no,B,NA,NA,NA
8,23565895,Ian,Jeannie,N,http://eds.a.ebscohost.com.ezp.welch.jhmi.edu/ehost/detail/detail?vid=1&sid=62537298-6229-4923-a78e-6b04d8d76bc8%40sessionmgr4007&bdata=JnNpdGU9ZWhvc3QtbGl2ZSZzY29wZT1zaXRl#AN=2013-12286-001&db=pdh,Zerres,Does it take two to tango?  Longitudinal effects of unilateral and bilateral integrative negotiation training.,J Appl Psychol,NA,NA,NA,Jeannie,no mention,undergraduate business administration students at European university,360,possibly,NA,bilateral and unilateral negotiation skill training,priority-related information exchange,joint negotiation performance,yes,PROCESS SPSS,preacher and Hayes 2008,no,NA,NA,no,yes,no mention,no mention,no mention,NA,yes,yes,yes,no,no,no,no,B,NA,NA,NA
8,24183487,Gunho,Jeannie,Y,https://www-sciencedirect-com.ezp.welch.jhmi.edu/science/article/pii/S016503271300712X/pdfft?md5=2aa99731f63ca06299db3aa068c34204&pid=1-s2.0-S016503271300712X-main.pdf,Balazs,ADHD and suicidality in a treatment naïve sample of choldren and adolescents,J Affect Disord,152-154:282-7,NA,NA,Jeannie,no mention,treatment naïve kids with ADHD,418,no,NA,ADHD symptoms,"agoraphobia, panic disorde, OCD, tic disorders, GAD, phobia, depression, mania, ODD & CD, ETOH, substance abuse",NA,NA,multiple mediation,Preacher & Hayes 2008,no,NA,NA,no,yes,"yes, but unclear where","yes, but unclear where","yes, but unclear where",yes,no,no,no,no,"First, the study was cross-sectional, which made us Fig. 1. (a) and (b) Indirect effects of symptoms of ADHD on current suicidality in children under 12 years old (n¼220) (1/a) and in adolescents (n¼198) (2/b), as mediated by comorbide symptoms (unstandardized regression coefficients). Note. Age and gender are included in the model as covariates but not represented in the figure for reasons of clarity. J. Balazs et al. / Journal of Affective Disorders 152-154 (2014) 282–287 285 unable to think about any causal relationship among the symptoms of ADHD, comorbid disorders and suicidality",no,no,B,NA,NA,NA
8,24220644,Gunho,Jeannie,N,https://ajp-psychiatryonline-org.ezp.welch.jhmi.edu/doi/full/10.1176/appi.ajp.2013.13010134,Keers,Association of violence with emergence of persecutory delusions in untreated schizophrenia,Am J Psychiatry,171(3):332-9,NA,NA,Jeannie,no mention,UK prisoner cohort study,967,no,NA,untreated psychoses,symptom emergence,violent behavior,no,NA,"Mackinnon DP, Dwyer JH: Estimating mediated effects in prevention studies. Eval Rev 1993; 17:144–158Crossref, Google Scholar",no,NA,NA,no,yes,"yes, but unclear where","yes, but unclear where","yes, but unclear where",yes,no,no,yes,no,no,no,no,B,NA,NA,NA
8,25101038,Adam,Jeannie,Y,https://www-ncbi-nlm-nih-gov.ezp.welch.jhmi.edu/pmc/articles/PMC4102248/,Oostermeijer,"The relationship between children's constructive play activities, spatial ability, and mathematical word problem-olving performance:  a mediation analysis of sixth-grade students.",Frontiers in Psychology,NA,NA,NA,Jeannie,no mention,6th grade students,128,NA,NA,constructive play,spatial ability,word problem solving ability,no,preacher & hayes," Shrout and Bolger, 2002; Preacher and Hayes, 2008; Hayes, 2009).",no,NA,NA,no,yes,no mention,no mention,no mention,n/a,no,no,no,no,"""The second limitation pertains to the correlational nature of the data, which made it impossible to draw conclusions about any causal relationships among constructive play, spatial ability, and mathematical word problem-solving performance. The results of this study only showed that these variables were associated with each other.""",no,no,B,NA,NA,NA
8,26098581,Adam,Jeannie,N,http://eds.b.ebscohost.com.ezp.welch.jhmi.edu/ehost/detail/detail?vid=1&sid=4544b77d-a62b-42e2-b6f4-4018ae555f1e%40sessionmgr101&bdata=JnNpdGU9ZWhvc3QtbGl2ZSZzY29wZT1zaXRl#AN=2015-26918-002&db=pdh,Curenton,Does aggregate school-wide achievement mediate fifthe grade outcomes for former eearly childhood education participants,Development Psychology,NA,NA,NA,Jeannie,possibly? Authors desribe downloading data,"early childhood longituinal study, kindergarten cohort",9872,yes,yes,early childhood education,schoolwide achievement,5th grade math and reading scores,no,barron and kenny,"g Barron and Kenny’s (1986) framework for multilevel mediation analysis (Zhang et al., 2009).",no,NA,NA,no,yes,"yes, but unclear where","yes, but unclear where","yes, but unclear where",yes,no,no,yes,no,no,no,no,B,NA,NA,NA
8,26407493,Ian,Jeannie,Y,https://www-sciencedirect-com.ezp.welch.jhmi.edu/science/article/pii/S0890856715004827/pdfft?md5=fbdf3fa9be9a1cf946aa4f4d55b74d6f&pid=1-s2.0-S0890856715004827-main.pdf,Vulser,Subthreshold depression and regional brain volumes in young community adolescents,J Am Acad Child Adolesc Psychiatry,54(10):832-40,NA,NA,Jeannie,possibly?,adolescents with and without self-reported subthreshold depression,580,no,NA,subthreshold depression,mPFC volume,depression,no,"""causal mediation""","Imai K, Keele L, Tingley D. A general approach to causal mediation analysis. Psychol Methods. 2010;15:309-334.",unclear,NA,NA,no,yes,"gender interaction, PDS","gender interaction, PDS","gender interaction, PDS","yes, literature",no,no,no,yes,no,no,no,B,NA,NA,NA
8,26888057,Ian,Jeannie,Y,http://www.nature.com.ezp.welch.jhmi.edu/articles/npp201626,Lavagnino,Reduced inhibitory control mediates the relationship between cortical thickness in the ight superior frontal gyrus and biody mass index,Neuropsychopharmacology,"41, 2275-2282",NA,NA,Jeannie,no mention,91 healthy volunteers,91,no,NA,cortical thickness,inhibitory control,BMI,no,PROCESS SPSS,Hayes 2012,no,NA,NA,no,yes,possibly age and sex,possibly age and sex,possibly age and sex,no,no,no,no,no,"yes, discussion of necessity for longitudinal data",no,no,B,NA,NA,NA
8,27219531,Adam,Jeannie,Y,https://www-sciencedirect-com.ezp.welch.jhmi.edu/science/article/pii/S0165032715309162/pdfft?md5=bbb0afccc9290a236cfcb9410bdd60e9&pid=1-s2.0-S0165032715309162-main.pdf,Kushner,Therapeuticalliance mediates the association between personality and treatment outcome in patients with major depressive disorder,J Affect Disord,1:201:137-44,NA,NA,Jeannie,no mention,outpatients with MDD in RCT,146,no,NA,pre-treatment personality,therapeutic alliance,depression severity,no,NA,"serial multiple mediation (Hayes 2013 (model 6) ""Significant indirect
effects were followed-up with multiple group mediation models in
Mplus 6.1 to examine whether the mediated effects of personality
on treatment outcomes via therapeutic alliance were further
moderated by treatment type.""",no,NA,NA,no,yes,no mention,no mention,no mention,NA,yes,yes,yes,yes,no,no,no,B,NA,NA,NA
8,27826274,Kelly,Jeannie,Y,https://www-ncbi-nlm-nih-gov.ezp.welch.jhmi.edu/pmc/articles/PMC5078782/,Cortini,Learning climate and job performance among health workers:  a pilot study,Frontiers in Psychology,1.4333333333333333,NA,NA,Jeannie,no mention,heathworkers in an italian hospital,61,possibly,no,learning climate,psychological strain,job performance,no,PROCESS SPSS,Preacher and Hayes 2004,no,NA,NA,no,yes,not specifically mentioned,not specifically mentioned,not specifically mentioned,NA,no,no,no,no,"First of all, our study has a cross-sectional design, which limits our capability to extrapolate the causal relationship between the variables under investigation. ",no,no,B,NA,NA,NA
8,28193310,Gunho,Jeannie,Y,https://www-cambridge-org.ezp.welch.jhmi.edu/core/journals/psychological-medicine/article/depressive-symptoms-and-inflammation-are-independent-risk-factors-of-fatigue-in-breast-cancer-survivors/4214B3BC6396DA79E29FC68F1E85EFA0,Xiao,Depressive symptoms and inflammation are independent risk factors of fatigue in breast cancer survivors,Psychol Med,47(10):1733-1743,NA,NA,Jeannie,no mention,stage 0-3 breast CA treated with breast surgery and readiotherapy,111,no,NA,"depressive symptoms, sleep problems, perceived stress","inflammation, sleep problems, perceived stress",fatigue,no,PROCESS SPSS,Hayes (but no reference),no,NA,NA,no,yes,no mention,no mention,no mention,NA,no,no,no,no,no,no,no,B,NA,NA,NA
8,28288403,Ian,Jeannie,Y,https://www-sciencedirect-com.ezp.welch.jhmi.edu/science/article/pii/S0165032716318043/pdfft?md5=3fb010d59dbf11d64049a72c853bf54e&pid=1-s2.0-S0165032716318043-main.pdf,McKinney,PTSD symptoms and suicide risk in veterans:  serial indirect effects via depression and anger,J Affect Disord,241 (2017) 100-107,NA,NA,Jeannie,no mention,veterans recruited from social media groups,545,possibly,no,PTSD symptoms,"depressive symptoms, anger, internal hostility",suicide risk,no,serial mediation,Hayes 2013,no,NA,NA,no,yes,"age, sex, ethnicity, branch of service, era of service, and VHA usage","age, sex, ethnicity, branch of service, era of service, and VHA usage","age, sex, ethnicity, branch of service, era of service, and VHA usage",literature,no,no,no,no,"yes ""our cross-sectional design precludes exploration of causal
relationships, and bi-directionality is a possibility""",no,no,B,NA,NA,NA
8,28691836,Ian,Jeannie,N,http://eds.b.ebscohost.com.ezp.welch.jhmi.edu/ehost/detail/detail?vid=1&sid=613ddcfd-41de-44a2-a377-7db341a6772e%40sessionmgr104&bdata=JnNpdGU9ZWhvc3QtbGl2ZSZzY29wZT1zaXRl#AN=2017-29685-001&db=pdh,Van Lissa,The cost of empathy:  parent-adolescent conflict predicts emotional dysregulation for highly empathic youth.,Development Psychology,53(9)1722:1737,NA,NA,Jeannie,no mention,Dutch elementary students,497,possibly,no,conflict,mood variability,emotion regulatin,no,cross-lagged panel modeling,NA,no,NA,NA,no,yes,empathy trajectory class membership,empathy trajectory class membership,empathy trajectory class membership,literature,yes,no,yes,yes,no,NA,yes,B,NA,NA,NA
