PMID,Title of the Study,Mediation Method Used,Randomized Exposure,Causal Mediation,Examined Mediator-Outcome Linearity,Examined Exposure-Mediator Interaction,Covariates in Exposure-Mediator Model,Covariates in Exposure-Outcome Model,Covariates in Mediator-Outcome Model,Control for Baseline Mediator,Control for Baseline Outcome,Temporal Ordering Exposure Before Mediator,Temporal Ordering Mediator Before Outcome,Discussed Mediator Assumptions,Sensitivity Analysis to Assumption,Control for Other Post-Exposure Variables
27344621,EEG beta and low gamma power correlates with inattention in patients with major depressive disorder,Hayes mediation model,0 ## The study did not mention any randomization of exposure; it was observational in nature.,1 ## The study used mediation analysis to explore the indirect effect of anxiety on inattention through depression.,0 ## The study did not explicitly discuss the linearity assumption between the mediator and the outcome.,0 ## There was no mention of testing for interaction between exposure and mediator.,0 ## The study did not specify covariates in the exposure-mediator model.,1 ## Demographic variables were controlled in the regression model predicting inattention.,0 ## The study did not specify covariates in the mediator-outcome model.,0 ## There was no mention of controlling for baseline mediator levels.,0 ## There was no mention of controlling for baseline outcome levels.,0 ## The study did not explicitly discuss the temporal ordering of exposure before the mediator.,0 ## The study did not explicitly discuss the temporal ordering of the mediator before the outcome.,0 ## The study did not discuss assumptions related to the mediation analysis.,0 ## There was no mention of sensitivity analysis to test assumptions.,0 ## The study did not mention controlling for other post-exposure variables.
27529648,Behavioral impulsivity mediates the relationship between decreased frontal gray matter volume and harmful alcohol drinking: A voxel-based morphometry study,Sobel test,"0 ## The study did not involve randomization of exposure; it was observational, examining existing differences in alcohol consumption.",0 ## The study used mediation analysis but did not establish causality; it suggested associations and potential mediation.,0 ## The article does not explicitly mention examining the linearity of the mediator-outcome relationship.,0 ## There is no mention of testing for interaction between exposure and mediator in the analysis.,0 ## The study does not specify covariates in the exposure-mediator model; it focuses on the overall mediation analysis.,"1 ## The study controlled for age, lifetime alcohol intake, lifetime nicotine intake, BMI, and education in the exposure-outcome model.",0 ## The article does not specify covariates in the mediator-outcome model.,0 ## The study does not mention controlling for baseline levels of the mediator.,0 ## The study does not mention controlling for baseline levels of the outcome.,0 ## The study does not establish temporal ordering of exposure before the mediator.,0 ## The study does not establish temporal ordering of the mediator before the outcome.,0 ## The article does not discuss assumptions related to the mediator in detail.,0 ## The study does not report conducting sensitivity analyses to test assumptions.,0 ## The study does not mention controlling for other post-exposure variables.
28292658,Non-violent and violent forms of childhood abuse in the prediction of suicide attempts: Direct or indirect effects through psychiatric disorders?,Bootstrapped mediation analyses,"0 ## The study used retrospective reports of childhood abuse, which were not randomized.","1 ## The study aimed to determine if psychiatric disorders mediated the relationship between childhood abuse and suicide attempts, indicating a causal mediation analysis.",0 ## The article does not mention examining the linearity of the mediator-outcome relationship.,0 ## There is no mention of testing for interaction between exposure and mediator in the analysis.,1 ## The study controlled for baseline covariates when examining the relationship between abuse and psychiatric disorders.,1 ## The analysis controlled for demographics and other adverse childhood experiences in the exposure-outcome model.,1 ## The study controlled for baseline covariates when examining the relationship between psychiatric disorders and suicide attempts.,0 ## The study did not control for baseline psychiatric disorders as mediators; it focused on disorders occurring during the follow-up.,"1 ## Baseline suicidal ideation, plans, and attempts were controlled for in the analysis.","1 ## Childhood abuse (exposure) was assessed at baseline, while psychiatric disorders (mediator) were assessed during the follow-up.",0 ## The study noted difficulty in determining the temporal sequence between psychiatric disorders and suicide attempts during the follow-up.,0 ## The article does not explicitly discuss assumptions related to the mediator.,0 ## There is no mention of conducting sensitivity analyses to test assumptions.,0 ## The study does not mention controlling for other post-exposure variables beyond psychiatric disorders.
27065345,The Information-Anchoring Model of First Offers: When Moving First Helps Versus Hurts Negotiators,Moderated mediation analysis,1 ## The study used random assignment to manipulate the first-offer information and the role of sender and recipient within negotiation dyads.,1 ## The study conducted moderated mediation analyses to test the causal pathways through which first-offer information affected negotiation outcomes.,0 ## The study did not explicitly discuss or test the linearity of the mediator-outcome relationship.,1 ## The study examined how the interaction between first-offer information and recipients' social value orientation influenced integrative insight.,0 ## The study did not mention using covariates in the model examining the relationship between exposure and mediator.,0 ## The study did not mention using covariates in the model examining the relationship between exposure and outcome.,0 ## The study did not mention using covariates in the model examining the relationship between mediator and outcome.,"0 ## The study did not control for baseline levels of the mediator, as it focused on the effects of manipulated variables.","0 ## The study did not control for baseline levels of the outcome, as it focused on negotiation outcomes resulting from experimental manipulations.",1 ## The study design ensured that the first-offer information (exposure) was manipulated before measuring integrative insight (mediator).,1 ## The study measured integrative insight (mediator) before assessing negotiation outcomes.,0 ## The study did not explicitly discuss the assumptions underlying the mediation analysis.,0 ## The study did not conduct sensitivity analyses to test the robustness of the mediation assumptions.,0 ## The study did not mention controlling for other post-exposure variables that might influence the mediator or outcome.
28992527,Sex differences in the mediators of functional disability in Major Depressive Disorder,Process macro for SPSS,"0 ## The study used a post hoc analysis of data from a clinical trial, not a randomized exposure design.",0 ## The study conducted mediation analyses but did not explicitly claim causal mediation due to its cross-sectional design.,0 ## The article does not mention examining the linearity of the mediator-outcome relationship.,0 ## There is no mention of testing for interaction effects between exposure and mediator.,1 ## Age and total years of education were included as covariates in the mediation models.,1 ## Age and total years of education were statistically controlled in the mediation models.,1 ## Age and total years of education were included as covariates in the mediation models.,0 ## The study does not mention controlling for baseline levels of the mediator.,0 ## The study does not mention controlling for baseline levels of the outcome.,0 ## The cross-sectional design does not allow for establishing temporal order between exposure and mediator.,0 ## The cross-sectional design does not allow for establishing temporal order between mediator and outcome.,0 ## The article does not discuss assumptions specific to mediation analysis.,0 ## There is no mention of conducting sensitivity analyses related to mediation assumptions.,0 ## The study does not mention controlling for other post-exposure variables.
27458407,Effects of Internet-Based Self-Efficacy Intervention on Secondary Traumatic Stress and Secondary Posttraumatic Growth among Health and Human Services Professionals Exposed to Indirect Trauma,"PROCESS program, Model 4",1 ## Participants were randomly assigned to either the self-efficacy intervention group or the education control group.,1 ## The study used mediation analysis to test whether the effects of the intervention on outcomes were mediated by changes in self-efficacy.,0 ## The article does not explicitly discuss examining the linearity of the mediator-outcome relationship.,0 ## There is no mention of testing for interaction between exposure and mediator in the mediation analysis.,1 ## The analysis controlled for baseline self-efficacy in the mediation model.,1 ## The analysis controlled for baseline levels of the outcome variables (STS and SPTG) in the mediation model.,1 ## The analysis controlled for baseline self-efficacy and baseline outcome levels in the mediator-outcome model.,1 ## Baseline self-efficacy was controlled for in the mediation analysis.,1 ## Baseline levels of STS and SPTG were controlled for in the mediation analysis.,1 ## The study design ensured that the intervention (exposure) occurred before the measurement of the mediator (self-efficacy at Time 2).,1 ## The mediator (self-efficacy at Time 2) was measured before the outcome (STS and SPTG at Time 3).,0 ## The article does not explicitly discuss the assumptions underlying the mediation analysis.,0 ## There is no mention of conducting sensitivity analysis to test the robustness of the mediation assumptions.,0 ## The study does not mention controlling for other post-exposure variables that might influence the outcomes.
24079297,Reading People's Minds From Emotion Expressions in Interdependent Decision Making,Multiple mediation analyses,"1 ## The experiments involved random assignment of participants to different conditions, such as expressively cooperative or competitive counterparts.",1 ## The study used multiple mediation analyses and a causal-chain design to test the mediating role of perceptions of appraisals on the effects of emotion expressions.,0 ## The article does not explicitly discuss the linearity of the mediator-outcome relationship.,0 ## There is no mention of examining interactions between exposure and mediator in the analysis.,0 ## The study does not mention the inclusion of covariates in the exposure-mediator model.,0 ## The study does not mention the inclusion of covariates in the exposure-outcome model.,0 ## The study does not mention the inclusion of covariates in the mediator-outcome model.,0 ## There is no indication that the study controlled for baseline levels of the mediator.,0 ## There is no indication that the study controlled for baseline levels of the outcome.,1 ## The study design ensured that emotion expressions (exposure) were presented before measuring perceptions of appraisals (mediator).,1 ## The study measured perceptions of appraisals (mediator) before assessing expectations of cooperation (outcome).,0 ## The article does not explicitly discuss assumptions related to the mediator.,0 ## There is no mention of conducting sensitivity analyses to test assumptions.,0 ## The study does not mention controlling for other post-exposure variables.
28841489,"The illusion of handy wins: Problem gambling, chasing, and affective decision-making",SPSS macros for bootstrapping,0 ## The study did not randomize the exposure; it focused on habitual gamblers and their natural behaviors.,1 ## The study conducted mediation analysis to explore if chasing mediates the relationship between gambling severity and decision-making.,0 ## The article does not mention examining the linearity between the mediator and the outcome.,0 ## There is no mention of testing for interaction between exposure and mediator.,0 ## The study does not specify any covariates in the exposure-mediator model.,1 ## Gender was included as a covariate in the regression analysis predicting decision-making performance.,1 ## The study controlled for gambling severity (SOGS scores) when examining the relationship between chasing and decision-making.,0 ## There is no indication that baseline levels of the mediator were controlled for.,0 ## The study does not mention controlling for baseline levels of the outcome.,1 ## The study design implies that gambling severity (exposure) influences chasing behavior (mediator).,1 ## The study suggests that chasing behavior (mediator) affects decision-making performance (outcome).,0 ## The article does not explicitly discuss assumptions related to the mediator.,0 ## There is no mention of conducting sensitivity analysis to test assumptions.,0 ## The study does not mention controlling for other post-exposure variables.
28942201,Family environment and psychopathology in offspring of parents with bipolar disorder,Multi-level mediation analysis,"0 ## The study did not involve randomization; it was observational, comparing high-risk offspring with controls.",0 ## The study aimed to explore associations and potential mediation but did not establish causality.,1 ## The study used linear regression models as part of the mediation analysis.,0 ## There is no mention of testing for interaction effects between exposure and mediator.,0 ## The study does not specify covariates in the exposure-mediator model.,1 ## Age and gender were included as covariates in the analysis of group differences in psychopathology.,0 ## The study does not specify covariates in the mediator-outcome model.,0 ## The study does not mention controlling for baseline levels of the mediator.,0 ## The study does not mention controlling for baseline levels of the outcome.,1 ## The study design implies that the family environment (mediator) is assessed after identifying high-risk status (exposure).,1 ## The study design implies that family environment (mediator) is assessed before measuring offspring psychopathology (outcome).,0 ## The study does not explicitly discuss assumptions related to mediation analysis.,0 ## There is no mention of sensitivity analysis to test assumptions in the mediation analysis.,0 ## The study does not mention controlling for other post-exposure variables.
26680699,Family-centered prevention ameliorates the longitudinal association between risky family processes and epigenetic aging,Moderated-mediation analysis,1 ## The study involved a randomized prevention trial where participants were randomly assigned to the SAAF intervention or a control condition.,1 ## The study used moderated-mediation analysis to test whether reductions in harsh parenting mediated the effect of the intervention on epigenetic aging.,0 ## The article does not explicitly mention examining the linearity of the mediator-outcome relationship.,1 ## The study tested the interaction between parental depressive symptoms and intervention status on harsh parenting.,0 ## The article does not specify covariates used in the exposure-mediator model.,"1 ## The study controlled for several covariates, including gender, SES risk, BMI, smoking, and unhealthful behaviors in the exposure-outcome model.","1 ## The study controlled for covariates such as gender, SES risk, BMI, smoking, and unhealthful behaviors in the mediator-outcome model.",1 ## The study measured harsh parenting at baseline (age 11) and follow-up (age 16) to assess changes over time.,"0 ## The study did not have baseline measures of epigenetic aging, as it was measured only at age 20.",1 ## The intervention (exposure) was implemented before measuring changes in harsh parenting (mediator).,"1 ## Harsh parenting was measured at age 16, before the outcome of epigenetic aging was assessed at age 20.",0 ## The article does not explicitly discuss assumptions related to the mediator.,0 ## The article does not mention conducting sensitivity analyses related to mediation assumptions.,"1 ## The study controlled for post-exposure variables such as BMI, smoking, and unhealthful behaviors in the"
24119920,The role of somatic health problems in the recognition of depressive and anxiety disorders by general practitioners,Preacher and Hayes,"0 ## The study did not involve a randomized exposure; it was observational, examining existing patient data.",0 ## The study used mediation analysis but did not establish causality due to its observational nature.,0 ## The article does not mention examining the linearity of the mediator-outcome relationship.,0 ## There is no mention of testing for interaction between exposure and mediator.,0 ## The study does not specify covariates in the exposure-mediator model.,1 ## The study adjusted for age and gender in the exposure-outcome model.,0 ## The article does not mention covariates in the mediator-outcome model.,0 ## There is no indication that baseline mediator levels were controlled for.,0 ## The study does not control for baseline outcome levels.,0 ## The study design does not ensure that exposure precedes the mediator.,0 ## The study design does not ensure that the mediator precedes the outcome.,0 ## The article does not discuss assumptions related to the mediator.,0 ## There is no mention of sensitivity analysis regarding assumptions.,0 ## The study does not mention controlling for other post-exposure variables.
28243217,"Self-control Predicts Exercise Behavior by Force of Habit, a Conceptual Replication of Adriaanse et al. (2014)",PROCESS macro,"0 ## The study used a correlational design with self-reported measures, and there was no mention of randomization of exposure.",0 ## The study acknowledges the limitations of establishing causality due to its correlational nature and the use of mediation analysis.,0 ## There is no specific mention of testing for linearity between the mediator and the outcome.,0 ## The study does not discuss or test for interaction effects between the exposure and the mediator.,0 ## The study does not mention including covariates in the exposure-mediator model.,0 ## There is no mention of covariates being included in the exposure-outcome model.,0 ## The study does not report including covariates in the mediator-outcome model.,0 ## The study does not control for baseline levels of the mediator.,0 ## The study does not control for baseline levels of the outcome.,"0 ## The study measures trait self-control and habit strength at the same time, not establishing temporal precedence.","0 ## The mediator and outcome were measured retrospectively, not establishing clear temporal precedence.",0 ## The study does not explicitly discuss the assumptions underlying the mediation analysis.,0 ## There is no mention of conducting sensitivity analyses to test the robustness of the mediation assumptions.,0 ## The study does not mention controlling for other post-exposure variables.
29171662,"A Within-Family Examination of Interparental Conflict, Cognitive Appraisals, and Adolescent Mood and Well-Being",Multilevel mediation analysis,"0 ## The study used observational data from a daily diary design, not a randomized controlled trial.",1 ## The study aimed to identify causal pathways by examining the mediating role of situational appraisals between interparental conflict and adolescent mood and well-being.,0 ## The article does not explicitly discuss testing for linearity in the mediator-outcome relationship.,0 ## There is no mention of testing for interaction effects between exposure and mediator.,0 ## The study does not specify the inclusion of covariates in the exposure-mediator model.,0 ## The study does not specify the inclusion of covariates in the exposure-outcome model.,0 ## The study does not specify the inclusion of covariates in the mediator-outcome model.,0 ## The study does not mention controlling for baseline levels of the mediator.,0 ## The study does not mention controlling for baseline levels of the outcome.,1 ## The study design allows for temporal ordering by examining daily fluctuations in interparental conflict (exposure) and subsequent appraisals (mediator).,1 ## The study design allows for temporal ordering by examining daily appraisals (mediator) and subsequent mood and well-being (outcome).,0 ## The article does not explicitly discuss assumptions related to the mediator.,0 ## The study does not report conducting sensitivity analyses to test assumptions.,0 ## The study does not mention controlling for other post-exposure variables.
25192244,A neurobehavioral account for individual differences in resilience to chronic military stress,INDIRECT procedure for SPSS,"0 ## The study involved combat soldiers undergoing military training, which was not randomized but rather a naturalistic setting.",1 ## The study used mediation analysis to explore the causal pathway from hippocampal activity to PTSD symptoms through threat bias.,0 ## The article does not explicitly mention examining the linearity of the mediator-outcome relationship.,0 ## There is no explicit mention of testing for interaction between exposure and mediator.,0 ## The study does not mention adjusting for covariates in the exposure-mediator model.,0 ## The study does not mention adjusting for covariates in the exposure-outcome model.,0 ## The study does not mention adjusting for covariates in the mediator-outcome model.,0 ## There is no mention of controlling for baseline levels of the mediator.,0 ## There is no mention of controlling for baseline levels of the outcome.,1 ## The study design implies that military training (exposure) occurred before measuring threat bias (mediator).,"1 ## The study measured threat bias before assessing PTSD symptoms, establishing temporal order.",0 ## The article does not explicitly discuss assumptions related to the mediation analysis.,0 ## There is no mention of conducting sensitivity analysis to test assumptions.,0 ## The study does not mention controlling for other post-exposure variables.
23025248,Reductions in Traumatic Stress Following a Coping Intervention Were Mediated by Decreases in Avoidant Coping for People Living With HIV/AIDS and Childhood Sexual Abuse,Latent Growth Curve Modeling,"1 ## The study used a randomized controlled trial design, where participants were randomly assigned to either the coping intervention or the support group intervention.",1 ## The study conducted mediation analyses to examine whether reductions in avoidant coping mediated the effect of the intervention on traumatic stress.,0 ## The article does not explicitly mention examining the linearity of the mediator-outcome relationship.,0 ## There is no mention of testing for interaction effects between the exposure and mediator in the mediation analysis.,0 ## The article does not mention including covariates in the exposure-mediator model.,0 ## The article does not mention including covariates in the exposure-outcome model.,0 ## The article does not mention including covariates in the mediator-outcome model.,1 ## The study measured avoidant coping at baseline and used it in the latent growth curve modeling.,1 ## The study measured traumatic stress at baseline and used it in the latent growth curve modeling.,1 ## The intervention (exposure) occurred before the changes in avoidant coping (mediator) were assessed.,1 ## Changes in avoidant coping (mediator) were assessed before changes in traumatic stress (outcome) over the follow-up period.,0 ## The article does not explicitly discuss the assumptions underlying the mediation analysis.,0 ## There is no mention of conducting sensitivity analyses to test the robustness of the mediation assumptions.,0 ## The article does not mention
27898373,Thwarted Belongingness as an Explanatory Link between Insomnia Symptoms and Suicidal Ideation: Findings from Three Samples of Military Service Members and Veterans,Bias-corrected bootstrap mediation analyses,"0 ## The study used cross-sectional, self-report data from military service members and veterans, not a randomized controlled trial.","0 ## The study used mediation analysis to explore associations, but did not establish causality due to its cross-sectional design.",0 ## The article does not explicitly mention examining the linearity of the mediator-outcome relationship.,0 ## The study did not report testing for interaction effects between exposure and mediator.,1 ## The study controlled for anxiety sensitivity and hopelessness in the mediation analysis.,1 ## The study controlled for psychiatric symptoms such as anxiety sensitivity and hopelessness in the analysis.,1 ## The study controlled for perceived burdensomeness and anxiety symptoms in the mediator-outcome model.,0 ## The study did not control for baseline mediator levels as it used cross-sectional data.,0 ## The study did not control for baseline outcome levels due to its cross-sectional design.,0 ## The cross-sectional design does not allow for establishing temporal order between exposure and mediator.,0 ## The cross-sectional design does not allow for establishing temporal order between mediator and outcome.,"1 ## The study discussed the theoretical basis for the mediation model, referencing the interpersonal theory of suicide.",0 ## The study did not report conducting sensitivity analyses to test the robustness of mediation assumptions.,0 ## The study did not control for other post-exposure variables beyond the specified covariates.
27566836,The role of early adversity and recent life stress in depression severity in an outpatient sample,Hayes' mediation analysis,"0 ## The study did not involve randomization; it was observational, assessing stress retrospectively.",1 ## The study performed mediation analysis to assess the indirect effect of postnatal stress on depression severity via recent life stress.,0 ## The article does not explicitly mention examining the linearity of the mediator-outcome relationship.,0 ## There is no mention of testing for interaction between exposure and mediator in the analysis.,"1 ## The analysis adjusted for sociodemographic variables like education, sex, and age.","1 ## The analysis adjusted for education, sex, age, information sources, and antidepressant medication.","1 ## The mediation analysis adjusted for education, sex, age, information sources, and antidepressant medication.","0 ## The study did not control for baseline levels of the mediator, as it was a retrospective assessment.","0 ## The study did not control for baseline depression severity, as it was a cross-sectional analysis.",1 ## The study assumes temporal ordering with postnatal stress occurring before recent life stress.,1 ## The study assumes recent life stress occurs before the assessment of depression severity.,0 ## The article does not explicitly discuss assumptions related to the mediation analysis.,0 ## There is no mention of conducting sensitivity analysis to test the robustness of mediation assumptions.,0 ## The study did not control for other post-exposure variables beyond recent life stress.
26381506,Conceptual Conditioning: Mechanisms Mediating Conditioning Effects on Pain,Multilevel mediation analysis,1 ## The study used a randomized design where different geometric shapes (CSs) were randomly assigned to high or low heat levels during the conditioning phase.,1 ## The study explicitly used multilevel mediation analysis to test whether self-reported expectancies mediated the effects of conditioned cues on pain responses.,0 ## The article does not mention examining the linearity of the mediator-outcome relationship.,0 ## There is no mention of testing for interactions between exposure and mediator in the mediation analysis.,0 ## The article does not specify any covariates used in the exposure-mediator model.,1 ## The study controlled for stimulus temperature and repetition effects in the exposure-outcome model.,1 ## The study controlled for stimulus temperature and repetition effects in the mediator-outcome model.,0 ## There is no mention of controlling for baseline mediator levels.,0 ## There is no mention of controlling for baseline outcome levels.,1 ## The study design ensured that the conditioned stimulus (exposure) was presented before measuring the mediator (expectancy ratings).,1 ## The mediator (expectancy ratings) was measured before the outcome (pain response) in the test phase.,0 ## The article does not discuss the assumptions underlying the mediation analysis.,0 ## There is no mention of conducting sensitivity analyses to test the robustness of the mediation assumptions.,0 ## The study does not mention controlling for other post-exposure variables.
29274531,The association between pain and suicidal behavior in an English national sample: The role of psychopathology,Karlson Holm Breen (KHB) method,"0 ## The study used observational data from the 2007 Adult Psychiatric Morbidity Survey, not a randomized controlled trial.",1 ## The study conducted mediation analysis to explore the role of common mental disorders (CMDs) and borderline personality disorder (BPD) traits in the relationship between pain and suicidal behavior.,0 ## The article does not explicitly discuss examining the linearity of the mediator-outcome relationship.,0 ## The study does not mention testing for interaction between exposure (pain) and mediator (CMDs or BPD traits).,0 ## The article does not specify a separate exposure-mediator model with covariates.,"1 ## The study adjusted for several covariates, including demographic factors, alcohol dependence, drug use, stressful life events, chronic physical conditions, BPD traits, and CMDs in the exposure-outcome model.","1 ## The mediation analysis controlled for sociodemographic variables, alcohol dependence, drug use, stressful life events, and chronic physical conditions.",0 ## The study does not mention controlling for baseline levels of the mediator.,0 ## The study does not mention controlling for baseline levels of the outcome.,0 ## The cross-sectional design does not allow for establishing temporal ordering of exposure before the mediator.,0 ## The cross-sectional design does not allow for establishing temporal ordering of the mediator before the outcome.,0 ## The article does not explicitly discuss assumptions related to the mediator in the mediation analysis.,0 ## The study does not report conducting sensitivity analyses to test assumptions of the mediation analysis.,0 ## The study does not mention controlling for other post-exposure variables beyond those included in
24575063,"Discrepancies between implicit and explicit self-concepts of intelligence: relations to modesty, narcissism, and achievement motivation",Moderated mediation analysis,0 ## The study did not involve random assignment of exposure; it was observational in nature.,1 ## The study aimed to establish a causal mediation effect of achievement motivation on the relationship between self-concept configurations and intelligence test performance.,0 ## The article does not explicitly discuss examining the linearity of the mediator-outcome relationship.,1 ## The study examined the interaction between implicit and explicit self-concepts of intelligence in relation to achievement motivation.,0 ## The article does not mention the inclusion of covariates in the exposure-mediator model.,0 ## The article does not mention the inclusion of covariates in the exposure-outcome model.,0 ## The article does not mention the inclusion of covariates in the mediator-outcome model.,0 ## There is no mention of controlling for baseline levels of the mediator.,0 ## There is no mention of controlling for baseline levels of the outcome.,1 ## The study design implies that the self-concept configurations (exposure) were assessed before measuring achievement motivation (mediator).,1 ## Achievement motivation (mediator) was measured before the intelligence test performance (outcome).,0 ## The article does not explicitly discuss the assumptions underlying the mediation analysis.,0 ## There is no mention of conducting a sensitivity analysis to test the robustness of the mediation assumptions.,0 ## The study does not mention controlling for other post-exposure variables.
26702520,More adaptive versus less maladaptive coping: What is more predictive of symptom severity? Development of a new scale to investigate coping profiles across different psychopathological syndromes,Ordinary least squares path analysis,"0 ## The study used an observational design with participants from the general population, not a randomized controlled trial.","1 ## The study conducted a mediation analysis to explore the relationship between adaptive coping, emotional suppression, and depressive symptoms.",0 ## The article does not explicitly mention examining the linearity of the mediator-outcome relationship.,0 ## There is no mention of testing for interaction effects between exposure and mediator.,0 ## The study does not specify the inclusion of covariates in the exposure-mediator model.,0 ## The study does not specify the inclusion of covariates in the exposure-outcome model.,0 ## The study does not specify the inclusion of covariates in the mediator-outcome model.,0 ## The study does not mention controlling for baseline mediator levels.,0 ## The study does not mention controlling for baseline outcome levels.,1 ## The study design implies that coping styles (exposure) precede emotional suppression (mediator).,1 ## The study design implies that emotional suppression (mediator) precedes depressive symptoms (outcome).,0 ## The study does not explicitly discuss assumptions related to the mediation analysis.,0 ## The study does not mention conducting a sensitivity analysis to test assumptions.,0 ## The study does not mention controlling for other post-exposure variables.
24767017,Resilience buffers the impact of traumatic events on the development of PTSD symptoms in firefighters,Moderated mediation analysis,"0 ## The study did not use a randomized design; it was observational, involving self-reported measures from firefighters.",0 ## The study used moderated mediation analysis but did not establish causality due to its cross-sectional design.,0 ## The article does not explicitly mention examining the linearity of the mediator-outcome relationship.,1 ## The study examined the interaction between perceived stress and individual resilience as part of the moderated mediation analysis.,0 ## The article does not mention controlling for covariates in the exposure-mediator model.,1 ## Gender was treated as a covariate in the analysis.,0 ## The article does not specify controlling for covariates in the mediator-outcome model.,"0 ## The study did not control for baseline levels of the mediator, as it was cross-sectional.","0 ## The study did not control for baseline levels of the outcome, as it was cross-sectional.",0 ## The cross-sectional design does not allow for establishing temporal order between exposure and mediator.,0 ## The cross-sectional design does not allow for establishing temporal order between mediator and outcome.,0 ## The article does not discuss assumptions related to the mediation analysis.,0 ## The article does not mention conducting sensitivity analyses related to mediation assumptions.,0 ## The study does not mention controlling for other post-exposure variables.
24815855,Not explicitly mentioned in the provided text.,Not mentioned,0 ## The text does not mention any randomized exposure in the studies described.,0 ## There is no mention of causal mediation analysis being conducted in the studies described.,0 ## The text does not discuss examining the linearity between mediators and outcomes.,0 ## There is no mention of examining interactions between exposure and mediator in the studies.,0 ## The text does not mention the use of covariates in an exposure-mediator model.,0 ## There is no mention of covariates being used in an exposure-outcome model.,0 ## The text does not discuss the use of covariates in a mediator-outcome model.,0 ## There is no mention of controlling for baseline mediator values in the studies.,0 ## The text does not mention controlling for baseline outcomes.,0 ## The text does not provide information on the temporal ordering of exposure before the mediator.,0 ## There is no information on the temporal ordering of the mediator before the outcome.,0 ## The text does not discuss any assumptions related to mediators.,0 ## There is no mention of sensitivity analysis related to assumptions in the studies.,0 ## The text does not mention controlling for other post-exposure variables.
26590510,Personality disorders and suicide attempts in unipolar and bipolar mood disorders,"""mediation"" R-package","0 ## The study is observational and uses data from prospective cohort studies, not a randomized controlled trial.",1 ## The study explicitly conducts mediation analyses to explore the indirect effects of personality disorders on suicide attempts through time spent in major depressive episodes.,0 ## The article does not mention examining the linearity of the mediator-outcome relationship.,0 ## There is no mention of testing for interaction between exposure (personality disorders) and mediator (time in depressive episodes).,0 ## The article does not specify covariates used in the exposure-mediator model.,"1 ## The study adjusts for age, sex, and previous suicide attempts in the exposure-outcome model.",0 ## The article does not specify covariates used in the mediator-outcome model.,0 ## There is no mention of controlling for baseline levels of the mediator.,"0 ## The study does not control for baseline outcome levels, focusing instead on new suicide attempts.",1 ## The study design ensures that personality disorders (exposure) are assessed before the follow-up period during which time in depressive episodes (mediator) is measured.,1 ## The study measures time spent in depressive episodes (mediator) during the follow-up before assessing new suicide attempts (outcome).,0 ## The article does not explicitly discuss assumptions related to the mediation analysis.,0 ## There is no mention of sensitivity analysis specifically addressing mediation assumptions.,0 ## The study does not mention controlling for other post-exposure variables.
29510354,"Suicidality, Posttraumatic Stress, and Depressive Reactions after Earthquake and Maltreatment: A Cross-sectional Survey of a Random Sample of 6,132 Chinese Children and Adolescents",PROCESS macro,0 ## The study used a cross-sectional survey design with no mention of randomizing earthquake exposure.,1 ## The study conducted mediation analysis to explore the indirect effects of PTSD and depression on suicidality through emotional abuse and neglect.,0 ## There is no explicit mention of testing for linearity between mediators and outcomes.,0 ## The study does not discuss any interaction between exposure and mediators.,0 ## The study does not mention including covariates in the exposure-mediator model.,0 ## The study does not specify covariates in the exposure-outcome model.,1 ## The study controlled for PTSD and depression in the mediator-outcome model.,0 ## There is no mention of controlling for baseline levels of mediators.,0 ## The study does not control for baseline levels of the outcome.,1 ## The study assumes that earthquake exposure precedes the development of PTSD and depression.,1 ## The study assumes that PTSD and depression mediate the relationship between exposure and suicidality.,0 ## The study does not explicitly discuss assumptions related to the mediators.,0 ## There is no mention of conducting sensitivity analysis to test assumptions.,0 ## The study does not mention controlling for other post-exposure variables.
25534593,"Prenatal marijuana exposure, age of marijuana initiation, and the development of psychotic symptoms in young adults",Structural Equation Modeling (SEM),"0 ## The study did not use a randomized design; it was observational, following a cohort from prenatal stages to 22 years of age.",1 ## The study aimed to explore whether the relationship between prenatal marijuana exposure (PME) and psychotic symptoms (PS) was mediated by early age of onset of marijuana use (EAOM).,0 ## The study did not explicitly discuss the linearity of the mediator-outcome relationship.,"1 ## The study tested for an interaction between PME and EAOM on PS, but found it was not significant.","1 ## The study controlled for significant covariates such as race, gender, and other substance use in the analysis.","1 ## The analysis controlled for covariates including prenatal exposure to other substances, race, gender, and current substance use.","1 ## The study included covariates like race, gender, and current illicit drug use in the mediator-outcome model.","0 ## There was no mention of controlling for a baseline measure of the mediator, as the mediator (EAOM) was not measured at baseline.","0 ## The study did not control for baseline psychotic symptoms, as these were assessed at age 22.","1 ## The study design ensured that PME occurred before the mediator (EAOM), as PME was assessed during pregnancy and EAOM was assessed in adolescence.","1 ## EAOM was assessed before the outcome (PS), which was measured at age 22.",0 ## The study did not explicitly discuss assumptions related to the mediator in the context of mediation analysis.,0 ## There was no mention of sensitivity analysis to test the robustness of the mediation assumptions.,1
